Date,Market Cap,Volume,Open,Close
26-09-2020,$0.000000000000,$209.76,$0.000000000118,$0.000000000120
25-09-2020,$0.000000000000,$174.91,$0.000000000117,$0.000000000118
24-09-2020,$0.000000000000,$491.14,$0.000000000107,$0.000000000117
23-09-2020,$0.000000000000,$463.42,$0.000000000118,$0.000000000107
22-09-2020,$0.000000000000,"$1,794.10",$0.000000000123,$0.000000000118
21-09-2020,$0.000000000000,"$2,584.73",$0.000000000132,$0.000000000123
20-09-2020,$0.000000000000,"$4,163.88",$0.000000000167,$0.000000000132
19-09-2020,$0.000000000000,$290.01,$0.000000000119,$0.000000000167
18-09-2020,$0.000000000000,"$1,402.43",$0.000000000123,$0.000000000119
17-09-2020,$0.000000000000,$100.29,$0.000000000100,$0.000000000123
16-09-2020,$0.000000000000,$434.23,$0.000000000101,$0.000000000100
15-09-2020,$0.000000000000,$848.14,$0.000000000102,$0.000000000101
14-09-2020,$0.000000000000,$693.45,$0.000000000108,$0.000000000102
13-09-2020,$0.000000000000,$702.00,$0.000000000111,$0.000000000108
12-09-2020,$0.000000000000,$77.84,$0.000000000115,$0.000000000111
11-09-2020,$0.000000000000,$671.91,$0.000000000115,$0.000000000115
10-09-2020,$0.000000000000,"$2,559.15",$0.000000000103,$0.000000000115
09-09-2020,$0.000000000000,"$4,121.16",$0.000000000132,$0.000000000103
08-09-2020,$0.000000000000,"$6,019.69",$0.000000000124,$0.000000000132
07-09-2020,$0.000000000000,"$14,938.22",$0.000000000142,$0.000000000124
06-09-2020,$0.000000000000,"$7,784.58",$0.000000000153,$0.000000000142
05-09-2020,$0.000000000000,"$30,176",$0.000000000373,$0.000000000153
04-09-2020,$0.000000000000,"$81,071",$0.000000000543,$0.000000000373
03-09-2020,$0.000000000000,"$80,410",$0.000000000467,$0.000000000543
02-09-2020,$0.000000000000,"$14,509.02",$0.000000000285,$0.000000000467
01-09-2020,$0.000000000000,"$7,112.15",$0.000000000303,$0.000000000285
31-08-2020,$0.000000000000,"$42,878",$0.000000000248,$0.000000000303
30-08-2020,$0.000000000000,"$4,602.64",$0.000000000134,$0.000000000248
29-08-2020,$0.000000000000,"$8,720.87",$0.000000000123,$0.000000000134
28-08-2020,$0.000000000000,"$2,202.31",$0.000000000082,$0.000000000123
27-08-2020,$0.000000000000,$576.22,$0.000000000101,$0.000000000082
26-08-2020,$0.000000000000,$368.19,$0.000000000106,$0.000000000101
25-08-2020,$0.000000000000,$31.88,$0.000000000117,$0.000000000106
24-08-2020,$0.000000000000,$774.39,$0.000000000113,$0.000000000117
23-08-2020,$0.000000000000,"$8,422.31",$0.000000000117,$0.000000000113
22-08-2020,$0.000000000000,"$3,923.24",$0.000000000118,$0.000000000117
21-08-2020,$0.000000000000,"$2,201.98",$0.000000000201,$0.000000000118
20-08-2020,$0.000000000000,"$3,861.52",$0.000000000176,$0.000000000201
19-08-2020,$0.000000000000,$154.37,$0.000000000161,$0.000000000176
18-08-2020,$0.000000000000,$545.78,$0.000000000167,$0.000000000161
17-08-2020,$0.000000000000,$503.51,$0.000000000172,$0.000000000167
16-08-2020,$0.000000000000,"$1,486.52",$0.000000000173,$0.000000000172
15-08-2020,$0.000000000000,"$3,519.76",$0.000000000185,$0.000000000173
14-08-2020,$0.000000000000,"$1,890.90",$0.000000000154,$0.000000000185
13-08-2020,$0.000000000000,"$1,728.23",$0.000000000150,$0.000000000154
12-08-2020,$0.000000000000,"$2,837.60",$0.000000000170,$0.000000000150
11-08-2020,$0.000000000000,"$5,607.36",$0.000000000184,$0.000000000170
10-08-2020,$0.000000000000,"$4,717.77",$0.000000000233,$0.000000000184
09-08-2020,$0.000000000000,"$13,647.47",$0.000000000266,$0.000000000233
08-08-2020,$0.000000000000,"$15,823.50",$0.000000000232,$0.000000000266
07-08-2020,$0.000000000000,"$7,544.53",$0.000000000233,$0.000000000232
06-08-2020,$0.000000000000,"$37,385",$0.000000000316,$0.000000000233
05-08-2020,$0.000000000000,"$18,923.98",$0.000000000164,$0.000000000316
04-08-2020,$0.000000000000,"$58,978",$0.000000000147,$0.000000000164
03-08-2020,$0.000000000000,"$177,321",$0.000000000517,$0.000000000147
02-08-2020,$0.000000000000,"$1,426,169",$0.000000000972,$0.000000000517
01-08-2020,$0.000000000000,"$1,426,169",$0.000000000972,$0.000000000972
